ID,Titre,Acronyme,source,Classement,dblp,hasData,domaine,commentaires,notes
1997,Digital Audio Effects Conference,DAFX,CORE2020,B,No,4603,,
427,Digital Games Research Conference,DIGRA,CORE2020,C,No,4607,,
428,Digital Image Computing Techniques and Applications,DICTA,CORE2020,Australasian B,No,4603,,
2191,Discovery Science,DS,CORE2020,Unranked,Yes,4613,,
1324,DNA Computing and Molecular Programming,DNA,CORE2020,B,No,4601,,
439,Dynamic Languages Symposium,DLS,CORE2020,B,No,4612,,
446,Educational Data Mining,EDM,CORE2020,B,No,4601,,
2159,"EMAS (merger of DALT, AOSE and PROMAS)",EMAS,CORE2020,B,Yes,4602,,
448,Empirical Methods in Natural Language Processing,EMNLP,CORE2020,A,No,4602,,
2193,Engineering Interactive Computing Systems,EICS,CORE2020,Unranked,Yes,4608,4612,
456,Ershov Conference,PSI,CORE2020,National: Russia,No,08,,
457,ETHICOMP Conference,ETHICOMP,CORE2020,B,No,4608,,
2170,EURO AMERICAN CONFERENCE ON TELEMATICS AND INFORMATION SYSTEMS,EATIS,CORE2020,C,Yes,4606,4608,
458,Euro Virtual Reality,Euro VR,CORE2020,C,No,4607,,
459,"EuroConference on Combinatorics, Graph Theory and Applications",EUroComb,CORE2020,C,No,4613,,
460,Eurographics Symposium on Parallel Graphics and Visualization,EGPGV,CORE2020,B,No,4607,,
462,Eurographics/IEEE Symposium on Visualization,EuroVis,CORE2020,B,No,4607,4608,
463,Euromicro Conference on Real-Time Systems,ECRTS,CORE2020,A,No,4606,,
464,Euromicro Conference on Software Engineering and Advanced Applications,SEAA,CORE2020,B,No,4612,4601,
465,"Euromicro International Conference on Parallel, Distributed and Network Based Processing",PDP,CORE2020,C,No,4606,,
468,European Association of Computational Linguistics,EACL,CORE2020,A,No,4602,,
469,European Chapter on Combinatorial Optimization,ECCO,CORE2020,C,No,4613,,
472,European Conference on Ambient Intelligence,AmI,CORE2020,C,No,4606,4608,4602
473,European Conference on Artificial Intelligence,ECAI,CORE2020,A,No,4602,4603,4611
475,European Conference on Computational Biology,ECCB,CORE2020,B,No,4601,,
478,European Conference on Computer Supported Cooperative Work,ECSCW,CORE2020,B,No,4608,,
479,European Conference on Computer Vision,ECCV,CORE2020,A,No,4603,,
480,European Conference on Digital Government (was European Conference on e-Government ECEG),ECDG,CORE2020,C,Yes,4601,,
2195,European Conference on Evolutionary Computation in Combinatorial Optimisation,EvoCOP,CORE2020,Unranked,Yes,4602,,
481,European Conference on Genetic Programming,EUROGP,CORE2020,B,No,4602,,
483,European Conference on Information Retrieval,ECIR,CORE2020,A,Yes,4605,,
491,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Database (PKDD and ECML combined from 2008),ECML PKDD,CORE2020,A,Yes,4611,,
488,European Conference on Object-Oriented Programming,ECOOP,CORE2020,A,Yes,4612,,
489,European Conference on Operations Research,EURO,CORE2020,C,No,4602,,
490,European Conference on Pattern Languages of Programs,EuroPLop,CORE2020,National: Germany,No,4612,,
2165,European Conference on Software Architecture,ECSA,CORE2020,A,Yes,4612,,
495,European Conference on Symbolic and Quantitative Approaches to Reasoning with Uncertainty,ECSQARU,CORE2020,C,No,4602,,
2192,European Dependable Computing Conference,EDCC,CORE2020,Unranked,Yes,4604,4612,4606
505,European MPI Users' Group Conference,EuroMPI,CORE2020,C,No,4606,,
52,"European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering (duplicate was listed as ESEC, removed from DB)",ESEC/FSE,CORE2020,A*,Yes,4612,,
510,European SPI,EuroSPI,CORE2020,B,Yes,4612,,
511,European Symposium on Algorithms,ESA,CORE2020,A,No,4613,,
512,European Symposium on Artificial Neural Networks,ESANN,CORE2020,B,No,4611,,
514,European Symposium on Programming,ESOP,CORE2020,A,No,4612,,
515,European Symposium On Research In Computer Security,ESORICS,CORE2020,A,No,4604,,
519,European Workshop on Computational Geometry,EuroCG,CORE2020,C,No,4613,,
521,European Workshop on Multi-Agent Systems,EUMAS,CORE2020,C,No,4602,,
524,European-Japanese Conference on Information Modelling and Knowledge Bases,EJC,CORE2020,C,No,4605,,
525,Eurosys Conference,EuroSys,CORE2020,A,No,4606,,
527,Exploring Modelling Methods in Systems Analysis and Design,EMMSAD,CORE2020,C,No,4612,,
2021,Extended Semantic Web Conference (was European Semantic Web Conference),ESWC,CORE2020,A,Yes,4605,,
528,Extending Database Technology,EDBT,CORE2020,A,No,4605,,
533,Financial Cryptography and Data Security Conference,FC,CORE2020,B,Yes,4604,,
537,Flexible Query-Answering Systems,FQAS,CORE2020,C,No,4605,,
2196,Formal Methods in Computer-Aided Design,FMCAD,CORE2020,Unranked,Yes,4612,,
544,Forum on Specification and Design Languages,FDL,CORE2020,C,No,4612,,
546,Foundations of Genetic Algorithms,FOGA,CORE2020,A*,No,4602,,
547,Foundations of Software Science and Computational Structures,FOSSACS,CORE2020,A,Yes,4612,818,
548,Foundations of Software Technology and Theoretical Computer Science,FST&TCS,CORE2020,B,Yes,4613,,
2027,Frontiers in Education,FIE,CORE2020,B,No,4608,,
554,Fundamental Approaches to Software Engineering,FASE,CORE2020,B,Yes,4612,,
556,Genetic and Evolutionary Computations,GECCO,CORE2020,A,No,4602,,
560,Geometry Modeling and Processing,GMP,CORE2020,B,No,4613,4607,
565,"GI International Conference on Detection of Intrusions and Malware, and Vulnerability Assessment",DIMVA,CORE2020,C,Yes,4604,,
572,Graph Drawing,GD,CORE2020,A,No,4613,,
573,Graphics Interface,GI,CORE2020,B,No,4607,,
574,Haskell Workshop,HASKELL,CORE2020,C,No,4612,,
2198,HCist - International Conference on Health and Social Care Information Systems and Technologies,HCist,CORE2020,Unranked,Yes,4601,,
576,Health Informatics Conference,HIC,CORE2020,Australasian C,Yes,4601,,
579,Heterogeneity in Computing Workshop,HCW,CORE2020,B,No,4606,,
584,Human System Interaction,HSI,CORE2020,C,No,4608,,
2215,Human-Agent Interaction,HAI,CORE2020,Unranked,Yes,4608,,
2036,IADIS International Conference Applied Computing,IADIS AC ,CORE2020,C,No,4601,,
592,IberoAmerican Congress on Pattern Recognition,CIARP,CORE2020,C,Yes,4603,4611,
595,IEEE Automatic Speech Recognition and Understanding Workshop,ASRU,CORE2020,C,No,4602,,
596,IEEE Bioinformatics and Bioengineering,BIBE,CORE2020,C,No,4601,,
599,IEEE Computer Security Foundations Symposium (was CSFW),CSF,CORE2020,A,Yes,4604,,
2184,IEEE Conference on Cognitive and Computational Aspects of Situation Management ,CogSIMA,CORE2020,National:USA,Yes,4606,,
602,IEEE Conference on Computational Complexity,CCC,CORE2020,A,Yes,4613,,
604,IEEE Conference on Computer Vision and Pattern Recognition,CVPR,CORE2020,A*,Yes,4603,,
607,IEEE Conference on Local Computer Networks,LCN,CORE2020,A,No,4606,,
608,IEEE Conference on Mass Storage Systems and Technologies,MSST,CORE2020,National: USA,No,4606,,
611,"IEEE Conference on Systems, Man and Cybernetics",SMC,CORE2020,B,No,4608,,
758,IEEE Conference on Virtual Reality and 3D User Interfaces,VR,CORE2020,A,Yes,4607,,
2061,IEEE Congress on Evolutionary Computation,CEC,CORE2020,B,Yes,4602,,
615,IEEE Congress on Services,SERVICES,CORE2020,B,No,4606,,
616,IEEE Consumer Communications and Networking Conference,IEEE CCNC,CORE2020,B,No,4606,,
2185,IEEE European Symposium on Security and Privacy,EuroS&P,CORE2020,NEW,Yes,4604,,
620,IEEE Global Internet Symposium,GI,CORE2020,C,No,4606,,
2030,IEEE Global Telecommunications Conference ,GLOBECOM,CORE2020,B,No,4606,,
2037,IEEE Industry Applications Society Annual Conference,IAS,CORE2020,National: USA,No,4601,,
623,IEEE Information Visualization Conference,IEEE InfoVis,CORE2020,A*,No,4608,,
92,IEEE International Conference on Advanced Video and Signal Based Surveillance,AVSS,CORE2020,B,No,4603,,
629,IEEE International Conference on Automatic Face and Gesture Recognition,FG,CORE2020,C,No,4603,,
630,IEEE International Conference on Autonomic Computing,ICAC,CORE2020,B,No,4606,,
631,IEEE International Conference on Cloud Computing,CLOUD,CORE2020,B,No,4606,,
931,IEEE International Conference on Cloud Computing Technology and Science (International Conference on Cloud Computing pre 2010),CloudCom,CORE2020,C,No,4606,,
632,IEEE International Conference on Cluster Computing,CLUSTER,CORE2020,A,No,4606,,
633,IEEE International Conference on Cognitive Informatics,ICCI,CORE2020,C,No,4602,4611,
637,IEEE International Conference on Computer and Information Technology,CIT,CORE2020,C,No,46,,
2074,IEEE International Conference on Computer Communications,INFOCOM,CORE2020,A*,No,4606,,
638,IEEE International Conference on Computer Vision,ICCV,CORE2020,A*,Yes,4603,,
641,IEEE International Conference on Cybernetics and Intelligent Systems,CIS,CORE2020,C,No,4602,,
642,IEEE International Conference on Data Mining,ICDM,CORE2020,A*,No,4605,,
2182,IEEE International Conference on Data Science and Engineering,ICDSE,CORE2020,National:India,Yes,4605,,
644,IEEE International Conference on Distributed Computing in Sensor Systems,DCOSS,CORE2020,B,No,4606,,
2047,IEEE International Conference on Document Analysis and Recognition,ICDAR,CORE2020,A,Yes,4605,,
648,IEEE International Conference on e-Science and Grid Computing,e-Science,CORE2020,A,No,4606,4601,4612
1472,"IEEE international conference on ehealth networking applications and
 services (was International Workshop on Enterprise Networking and Computing in Health Care Industry; changed 2006)",HealthCom,CORE2020,C,Yes,4601,,
646,IEEE International Conference on Engineering of Complex Computer Systems,ICECCS,CORE2020,A,No,4612,4606,
649,IEEE International Conference on Fuzzy Systems,FUZZ-IEEE,CORE2020,A,No,4602,,
650,IEEE International Conference on Global Software Engineering,ICGSE,CORE2020,C,No,4612,,
652,IEEE International Conference on High Performance Computing and Communications,HPCC,CORE2020,B,No,4606,,
653,IEEE International Conference on High Performance Computing and Simulation,IEEE HPCS,CORE2020,B,No,4606,4602,
654,IEEE International Conference on Image Processing,ICIP,CORE2020,B,No,4603,,
656,IEEE International Conference on Information and Automation,IEEE ICIA,CORE2020,National: China,No,08,,
657,IEEE International Conference on Information Reuse and Integration,IRI,CORE2020,National: USA,No,4605,4602,
658,IEEE International Conference on Intelligence and Security Informatics,ISI,CORE2020,C,No,4604,,
660,IEEE International Conference on Intelligent Computer Communication and Processing,ICCP,CORE2020,National: Romania,No,08,,
661,IEEE International Conference on Intelligent Systems,IEEE IS,CORE2020,C,No,4602,,
663,IEEE International Conference on Mobile Ad-hoc and Sensor Systems,MASS,CORE2020,B,No,4606,,
664,IEEE International Conference on Multimedia and Expo,ICME,CORE2020,B,No,4603,,
669,IEEE International Conference on Pervasive Computing and Communications,PERCOM,CORE2020,A*,No,4608,4606,
1181,"IEEE International Conference on Program Comprehension (previously IWPC, changed in 2006)",ICPC,CORE2020,C,No,4612,,
2051,IEEE International Conference on Robotics and Automation,ICRA,CORE2020,B,No,4602,,
610,"IEEE International Conference on Sensing, Communication and Networking",SECON,CORE2020,B,No,4606,,
673,IEEE International Conference on Service-Oriented Computing and Applications,SOCA,CORE2020,C,No,4606,,
674,IEEE International Conference on Services Computing,SCC,CORE2020,A,No,4606,,
676,"IEEE International Conference on Software Maintenance and Evolution (prior to 2014 was ICSM, IEEE International Conference on Software Maintenance)",ICSME,CORE2020,A,Yes,4612,,
1757,IEEE International Conference on Visual Communications and Image Processing (was SPIE ... pre 2011),VCIP,CORE2020,B,No,4603,,
678,IEEE International Conference on Web Services,ICWS,CORE2020,A,No,4606,,
679,"IEEE International Conference on Wireless and Mobile Computing, Networking and Communications",WiMob,CORE2020,B,Yes,4606,,
682,IEEE International Enterprise Distributed Object Computing Conference,EDOC,CORE2020,B,No,4606,,
683,IEEE International Geoscience and Remote Sensing Symposium,IGARSS,CORE2020,C,No,4601,,
685,IEEE International Joint Conference on Neural Networks,IJCNN,CORE2020,A,No,4611,,
687,IEEE International On-Line Testing Symposium,IOLTS,CORE2020,C,No,4612,,
688,IEEE International Parallel and Distributed Processing Symposium (was IPPS and SPDP),IPDPS,CORE2020,A,Yes,4606,,
689,IEEE International Performance Computing and Communications Conference,IPCCC,CORE2020,B,No,4606,,
690,IEEE International Requirements Engineering Conference,RE,CORE2020,A,No,4612,,
691,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",WoWMoM,CORE2020,A,Yes,4606,,
692,IEEE International Symposium on Adaptive Dynamic Programming and Reinforcement Learning,IEEE ADPRL,CORE2020,C,No,4611,,
693,IEEE International Symposium on Artificial Life,IEEE Alife,CORE2020,A,No,4602,,
695,"IEEE International Symposium on Cluster, Cloud and Grid Computing",CCGRID,CORE2020,A,No,4606,,
698,IEEE International Symposium on High Assurance Systems Engineering,HASE,CORE2020,B,No,4612,,
699,IEEE International Symposium on Information Theory,ISIT,CORE2020,B,Yes,4613,,
701,IEEE International Symposium on Multimedia,ISM,CORE2020,C,No,4603,,
702,IEEE International Symposium on Network Computing and Applications,NCA,CORE2020,A,No,4606,,
704,IEEE International Symposium on Parallel and Distributed Processing with Applications,ISPA,CORE2020,B,Yes,4606,,
705,IEEE International Symposium on Performance Analysis of Systems and Software,ISPASS,CORE2020,B,Yes,4612,,
706,IEEE International Symposium on Personal and Indoor Mobile Radio Conference,PIMRC,CORE2020,B,No,4606,,
749,IEEE International Symposium on Rapid System Prototyping (was IEEE Symposium on Rapid Prototyping),RSP,CORE2020,C,No,4612,,
703,IEEE International Symposium on Real-Time Distributed Computing,ISORC,CORE2020,C,No,4606,,
708,IEEE International Symposium on Wearable Computers,ISWC,CORE2020,A*,No,4608,,
711,IEEE International Working Conference on Mining Software Repositories,MSR,CORE2020,A,Yes,4612,4605,
720,IEEE International Working Conference on Software Visualisation,VISSOFT,CORE2020,B,No,4608,4612,
